CUSTOMER_ID;FULL_NAME;BIRTH_DATE;CITY;STATE;ZIPCODE
1059;Moss, Elizabeth;09/03/1970;Tampa Bay;Florida;37704
1060;Anderson, Lori;01/05/1974;Tampa Bay;Florida;37705
1061;Everson, Michael;09/24/1983;Miami;Florida;33356
1062;Borden, Mary;11/20/1968;Tampa Bay;Florida;37702
1063;Willson, Sue;12/06/1953;Tampa Bay;Florida;37701
1064;Harris, Clayton;11/13/1958;Orlando;Florida;33544
1065;Contreras, Whitney;02/18/1961;Orlando;Florida;33543
1066;Pusedu, Boyd;05/23/1962;Orlando;Florida;33550
1067;Stedman, Cian;10/18/1977;Orlando;Florida;33550
1068;Zocchi, Michele;08/06/1953;Orlando;Florida;33542
1069;Walsh, Jean;01/31/1968;Tampa Bay;Florida;37700
1070;Renfro, Leopoldo;03/22/1973;Orlando;Florida;33548
1071;Brockett, Donna;01/17/1967;Chicago;Illinois;51235
1072;Anderson, Laurie;09/25/1965;Chicago;Illinois;51235
1073;Gomez, Louis;05/25/1951;Peoria;Illinois;52348
1074;Walker, Julie;05/09/1962;Peoria;Illinois;52352
1075;Jones, Jay;04/06/1954;Chicago;Illinois;51234
1076;Winfrey, Gayle;01/27/1965;Peoria;Illinois;52350
1077;Brown, Yasmina;10/04/1958;Peoria;Illinois;52354
1078;Touchstone, Joseph;04/02/1945;Peoria;Illinois;52346
1079;Bakhtyari, Mary;09/24/1956;Peoria;Illinois;52352
1080;Glass, Melvin;05/23/1961;Chicago;Illinois;51238
1081;Cohen, Kristin;02/28/1972;Chicago;Illinois;51243
1082;Kharman, Susan;03/29/1960;Peoria;Illinois;52349
1083;Kirschner, Gordon;07/29/1952;Peoria;Illinois;52348
1084;Burger, William;01/17/1967;Chicago;Illinois;51241
1085;Blau, Lana;12/16/1950;Peoria;Illinois;52346
1086;Derby, Donna;10/21/1951;Chicago;Illinois;51234
1087;Thomson, Kathleen;07/16/1969;Peoria;Illinois;52352
1088;Walton, Gabriel;01/05/1961;Chicago;Illinois;51238
1089;Meastas, Bishop;08/02/1957;Chicago;Illinois;51243
1090;Kouba, Geneva;03/25/1957;Chicago;Illinois;51239
1091;Clark, Tricia;03/21/1967;Peoria;Illinois;52355
1092;Munn, Debi;12/23/1968;Madison;Wisconsin;60983
1093;Goldberg, Patricia;12/19/1962;Milwaukee;Wisconsin;57903
1094;Magenheim, Susan;09/05/1960;Appleton;Wisconsin;61001
1095;Hance, Nancy;12/28/1960;Madison;Wisconsin;60985
1096;Mehlert, Rhonda;04/12/1967;Madison;Wisconsin;60981
1097;Duran, Paula;08/07/1961;Appleton;Wisconsin;61009
1098;Earley, Margaret;08/07/1957;Madison;Wisconsin;60989
1099;Horne, Elizabeth;05/11/1955;Madison;Wisconsin;60980
1100;Hunt, Mary;12/11/1958;Milwaukee;Wisconsin;57896
1101;Allen, Libby;03/10/1961;Milwaukee;Wisconsin;57904
1102;Bruno, Bonnie;07/25/1962;Madison;Wisconsin;60986
1103;Bowers, Angela;01/22/1963;Milwaukee;Wisconsin;57900
1104;Gonzales, Donald;12/09/1962;Madison;Wisconsin;60983
1105;Valdez, Sylvester;07/29/1959;Milwaukee;Wisconsin;57902
1106;Stewart, John;06/02/1949;Appleton;Wisconsin;61002
1107;Velasquez, Barney;11/22/1945;Madison;Wisconsin;60985
1108;Dubois, Kenneth;02/15/1949;Madison;Wisconsin;60985
1109;Maestas, Kate;06/17/1961;Appleton;Wisconsin;61002
1110;Underwood, Josie;12/08/1958;Milwaukee;Wisconsin;57902
1111;Strain, Ramon;01/10/1958;Appleton;Wisconsin;61008
1112;Azari, Pat;11/25/1973;Columbus;Ohio;61204
1113;Dabit, Bob;06/25/1956;Akron;Ohio;61995
1114;Carmona, Marty;01/21/1958;Columbus;Ohio;61200
1115;Saxton, Gina;08/24/1960;Akron;Ohio;61994
1116;McLaughlin, Juan;11/30/1962;Toledo;Ohio;62108
1117;Eyster, Carol;12/20/1975;Columbus;Ohio;61207
1118;Henry, Nancy;10/23/1963;Toledo;Ohio;62101
1119;Barros, Chris;12/31/1957;Akron;Ohio;61989
1120;Groome, Christopher;02/12/1968;Cleveland;Ohio;62218
1121;Hill, Anna;09/27/1954;Toledo;Ohio;62109
1122;Williams, Ramon;03/18/1969;Akron;Ohio;61989
1123;Masters, Scott;06/28/1965;Cleveland;Ohio;62216
1124;Brady, Jr., Joseph;09/14/1950;Columbus;Ohio;61208
1125;Gray, Ellen;05/07/1971;Akron;Ohio;61990
1126;Fielder, Henry;02/27/1961;Columbus;Ohio;61204
1127;Finnell, Jeanine;09/09/1952;Cleveland;Ohio;62213
1128;Schuetz, Ian;10/22/1947;Cleveland;Ohio;62218
1129;Runyon, Richard;10/22/1966;Kansas City;Missouri;64507
1130;Potter, Linda;01/12/1964;Kansas City;Missouri;64515
1131;Smith, Mary;07/11/1953;St. Loius;Missouri;64103
1132;Brumagen, Barbara;11/03/1959;St. Loius;Missouri;64095
1133;Hamilton, Thelma;06/30/1965;Kansas City;Missouri;64514
1134;J Wilbert, Shirley;11/09/1955;Kansas City;Missouri;64514
1135;Ingram, Jeremy;11/17/1961;St. Loius;Missouri;64094
1136;Haddix, Sharon;05/13/1957;Kansas City;Missouri;64506
1137;Thomas, Leland;07/31/1966;Kansas City;Missouri;64512
1138;Wilson, Don;01/28/1961;St. Loius;Missouri;64102
1139;Stovall, Wayne;06/26/1965;Kansas City;Missouri;64513
1140;Russell, Douglas;12/29/1962;Kansas City;Missouri;64507
1141;Doose, Maureen;10/18/1951;Kansas City;Missouri;64506
1142;Morreale, Ann;08/22/1966;St. Loius;Missouri;64094
1143;Rupert, Sheila;03/13/1952;Kansas City;Missouri;64509
1144;Pierson, Ashley;03/04/1966;St. Loius;Missouri;64095
1145;Nickels, Ivan;04/28/1950;Kansas City;Missouri;64506
1146;Neuhauser, Chad;09/12/1970;St. Loius;Missouri;64103
1147;Coke, Ann;09/03/1962;Kansas City;Missouri;64507
1148;Scarbrough, Jon;11/25/1959;Kansas City;Missouri;64507
1149;Martensen, Lillian;11/25/1963;St. Loius;Missouri;64102
1150;McCormick, Mary;06/21/1961;St. Loius;Missouri;64097
1151;Sparacino, James;02/21/1965;St. Loius;Missouri;64094
1152;Racette, John;12/09/1952;Kansas City;Missouri;64515
1153;Thompson, Edwardo;09/24/1968;Des Moines;Iowa;65790
1154;Warren, Sam;05/22/1966;Dubuque;Iowa;66804
1155;Chow-Wang, Shelby;06/27/1960;Des Moines;Iowa;65790
1156;Wood, Nelly;01/01/1957;Dubuque;Iowa;66804
1157;Morgan, Jackie;11/22/1957;Des Moines;Iowa;65790
1158;Boje, Gavin;09/29/1973;Des Moines;Iowa;65790
1159;Tsujimoto, Marlene;02/02/1959;Dubuque;Iowa;66804
1160;Bouton, RitaIva;12/17/1958;Des Moines;Iowa;65790
1161;Gras, Dell;02/28/1956;Des Moines;Iowa;65790
1162;Solano, Christopher;05/30/1961;Des Moines;Iowa;65790
1163;Armstrong, George;12/19/1955;Dubuque;Iowa;66804
1164;Aldred, Kristine;08/18/1940;Dubuque;Iowa;66804
1165;Jorgenson, Tom;07/31/1959;Des Moines;Iowa;65790
1166;Turner, Dana;06/15/1966;Des Moines;Iowa;65790
1167;Zakerski, Terry;04/08/1949;Dubuque;Iowa;66804
1168;Carlson, David;07/26/1961;Des Moines;Iowa;65790
1169;Symons, Linda;11/16/1960;Dubuque;Iowa;66804
1170;Reynolds, Louis;02/27/1945;Dubuque;Iowa;66804
1171;Ibsen, Maureen;07/21/1967;Dubuque;Iowa;66804
1172;Ciochon, Virginia;05/29/1957;Dubuque;Iowa;66804
1173;Berger, Steve;10/15/1951;Oklahoma City;Oklahoma;70204
1174;Bayol, James;03/06/1952;Oklahoma City;Oklahoma;70204
1175;Thumann, Meredith;09/02/1962;Tulsa;Oklahoma;70009
1176;Jones, Julie;01/01/1951;Oklahoma City;Oklahoma;70204
1177;Bury, Janet;03/17/1955;Tulsa;Oklahoma;70009
1178;Bevan, Onita;05/20/1954;Tulsa;Oklahoma;70009
1179;Monarco, Mary;06/16/1977;Oklahoma City;Oklahoma;70204
1180;Zingarelli, Vicky;10/18/1948;Oklahoma City;Oklahoma;70204
1181;Valentine, Helen;11/19/1960;Tulsa;Oklahoma;70009
1182;Scheulen, Carol;08/29/1957;Oklahoma City;Oklahoma;70204
1183;Koon, Virgie;10/17/1969;Tulsa;Oklahoma;70009
1184;Amole, Sarah;09/05/1955;Oklahoma City;Oklahoma;70204
1185;Hill, Cecil;12/03/1980;Oklahoma City;Oklahoma;70204
1186;Tate, Ruth;07/18/1969;Oklahoma City;Oklahoma;70204
1187;Schnurr, Larry;02/26/1952;Oklahoma City;Oklahoma;70204
1188;Sutton, Jerry;10/03/1949;Tulsa;Oklahoma;70009
1189;Mlincek, Kevin;03/09/1964;Tulsa;Oklahoma;70009
1190;Tucker, Edward;09/22/1967;Oklahoma City;Oklahoma;70204
1191;Forham, Kenton;02/13/1953;Tulsa;Oklahoma;70009
1192;Malik, Brittany;01/12/1967;New Orleans;Louisiana;70450
1193;Eldridge, Jeannette;05/14/1948;New Orleans;Louisiana;70450
1194;Anderson, Terry;05/11/1960;New Orleans;Louisiana;70450
1195;Sosa, Loni;01/07/1947;New Orleans;Louisiana;70450
1196;Mann, Marie;04/23/1963;Shreveport;Louisiana;70543
1197;Prater, Michael;12/17*/1953;New Orleans;Louisiana;70450
1198;Ansaldo, Karen;11/28/1954;New Orleans;Louisiana;70450
1199;Caijem, Lance;10/19/1956;New Orleans;Louisiana;70450
1200;Yates, Pamela;07/17/1956;Shreveport;Louisiana;70543
1201;Turner, Iwona;05/19/1972;New Orleans;Louisiana;70450
1202;Fulcher, Mary;06/19/1948;Shreveport;Louisiana;70543
1203;Berg, Raymond;04/16/1963;New Orleans;Louisiana;70450
1204;Lopez, Ramona;05/04/1957;Shreveport;Louisiana;70543
1205;Valdivia, Helen;01/19/1974;New Orleans;Louisiana;70450
1206;Cardoza, Beverly;11/18/1966;New Orleans;Louisiana;70450
1207;Hall, Mary;04/24/1957;Shreveport;Louisiana;70543
1208;Minarick, Rachel;11/08/1959;New Orleans;Louisiana;70450
1209;Los Olmos, Dorine;04/23/1964;Shreveport;Louisiana;70543
1210;Garner, Dave;02/19/1955;Dallas;Texas;81023
1211;Leong, Lois;01/17/1953;Houston;Texas;81342
1212;Tate, Larasa;04/26/1971;Amarillo;Texas;84453
1213;Watson, David;12/30/1976;San Antonio;Texas;83425
1214;Frank, James;05/03/1964;San Antonio;Texas;83425
1215;Wood, Alfredo;08/04/1947;Dallas;Texas;81023
1216;Baird, Dorothy;05/23/1959;San Antonio;Texas;83425
1217;Jans, George;12/28/1956;Amarillo;Texas;84453
1218;Garrison, Bernadine;04/06/1962;Houston;Texas;81342
1219;Zeller, Sam;11/01/1960;Houston;Texas;81342
1220;Ace, Dorothy;11/06/1965;Sweetwater;Texas;82227
1221;Trujillo, Adria;12/18/1969;San Antonio;Texas;83425
1222;McCown, Bunny;06/21/1959;Amarillo;Texas;84453
1223;Miller, Nancy;01/06/1964;San Antonio;Texas;83425
1224;Hollar, Wanda;07/07/1956;Amarillo;Texas;84453
1225;Wallin, Barbara;11/22/1964;Houston;Texas;81342
1226;Bruha, Michael;04/18/1965;Houston;Texas;81342
1227;Suggs, Michael;09/10/1949;Albuquerque;New Mexico;87102
1228;Turner, Kenneth;04/17/1944;Albuquerque;New Mexico;87102
1229;Griffin, Lois;02/06/1961;Albuquerque;New Mexico;87102
1230;Guardamondo, Robert;11/06/1966;Albuquerque;New Mexico;87102
1231;West, Bryan;05/27/1968;Albuquerque;New Mexico;87102
1232;Welsh, Vicki;02/28/1943;Albuquerque;New Mexico;87102
1233;McCollum, Harvey;03/08/1974;Albuquerque;New Mexico;87102
1234;Cramer, Mary;05/14/1972;Albuquerque;New Mexico;87102
1235;Fike, Linda;06/17/1964;Albuquerque;New Mexico;87102
1236;Adair, Sam;09/30/1959;Albuquerque;New Mexico;87102
1237;Kolosso, Jerry;02/23/1953;Albuquerque;New Mexico;87102
1238;Carpenter, Todd;03/30/1943;Albuquerque;New Mexico;87102
1239;Watkins, Lisa;08/18/1961;Albuquerque;New Mexico;87102
1240;Barrera, Kevin;08/30/1965;Albuquerque;New Mexico;87102
1241;Price, Maria;02/09/1968;Albuquerque;New Mexico;87102
1242;Rosemont, Flossie;10/06/1962;Albuquerque;New Mexico;87102
1243;McMenama, Betty;03/28/1969;Albuquerque;New Mexico;87102
1244;Lyons, Max;03/26/1960;Albuquerque;New Mexico;87102
1245;Sandy Kurtz, Christine;01/02/1972;Albuquerque;New Mexico;87102
1246;Santry, Rita;04/28/1955;Aspen;Colorado;84352
1247;Quigle, Catherine;07/14/1952;Aspen;Colorado;84352
1248;Christensen, Patricia;05/04/1955;Denver;Colorado;84654
1249;Mercurio, Anne;07/01/1953;Grand Junction;Colorado;84451
1250;McGrath, Louis;12/07/1946;Grand Junction;Colorado;84451
1251;Wright, Rachael;10/22/1961;Denver;Colorado;84654
1252;Skuce, Richard;02/26/1962;Denver;Colorado;84654
1253;Coleman, George;09/15/1951;Denver;Colorado;84654
1254;Barnes, Lois;06/15/1957;Denver;Colorado;84654
1255;Camille, Jacky;03/19/1971;Grand Junction;Colorado;84451
1256;Allenbach, Michelle;10/12/1962;Denver;Colorado;84654
1257;Smith, Franklin;05/26/1963;Aspen;Colorado;84352
1258;Minker, John;06/10/1953;Aspen;Colorado;84352
1259;Jimenez, Sarah;08/31/1979;Aspen;Colorado;84352
1260;Malaby, Darwin;11/24/1959;Aspen;Colorado;84352
1261;Caldwell, Pamela;07/23/1961;Grand Junction;Colorado;84451
1262;Tinder, Roger;07/06/1968;Grand Junction;Colorado;84451
1263;Kropff, Joseph;12/26/1968;Grand Junction;Colorado;84451
1264;Worsham, Mimi;07/29/1958;Grand Junction;Colorado;84451
1265;Bernal, Ruth;02/08/1958;Provo;Utah;90011
1266;Zimmerman, Yolanda;04/12/1961;Provo;Utah;90011
1267;Evans, Sandra;07/03/1959;Salt Lake City;Utah;90001
1268;Bowman, Virginia;04/29/1957;Provo;Utah;90011
1269;Coleman, Mary;07/27/1966;Salt Lake City;Utah;90001
1270;Chrisulis, Kevin;11/18/1958;Salt Lake City;Utah;90001
1271;Whitcomb, Lee;08/01/1967;Provo;Utah;90011
1272;Turcios, Brian;09/22/1954;Provo;Utah;90011
1273;Confetti, Jennifer;06/22/1949;Salt Lake City;Utah;90001
1274;Takemura, Geneva;11/28/1959;Salt Lake City;Utah;90001
1275;Campbell, Lynn;06/06/1962;Salt Lake City;Utah;90001
1276;Smith, Nina;05/28/1955;Salt Lake City;Utah;90001
1277;Vuong, Darrell;01/09/1959;Provo;Utah;90011
1278;Abbott, Eric;12/08/1951;Salt Lake City;Utah;90001
1279;Liff, Doris;10/02/1963;Salt Lake City;Utah;90001
1280;Steinberg, John;09/29/1966;Salt Lake City;Utah;90001
1281;Megel, Jerry;03/06/1966;Provo;Utah;90011
1282;Styles, John;09/30/1973;Salt Lake City;Utah;90001
1283;Head, Shirley;09/04/1957;Salt Lake City;Utah;90001
1284;Story, James;07/11/1979;Salt Lake City;Utah;90001
1285;Boone, Jean;11/03/1944;Reno;Nevada;90023
1286;Mccoy, Ralph;09/30/1950;Carson City;Nevada;90112
1287;Tuck, Anne;01/16/1953;Carson City;Nevada;90112
1288;Sincich, Joy;05/20/1963;Las Vegas;Nevada;90213
1289;Jameson, Bertha;11/26/1952;Reno;Nevada;90023
1290;Sanchez, Charles;10/31/1957;Reno;Nevada;90023
1291;Parks, Wanda;03/15/1958;Las Vegas;Nevada;90213
1292;Vij, Nathan;04/05/1956;Las Vegas;Nevada;90213
1293;Zugschwert, Corinne;07/09/1958;Las Vegas;Nevada;90213
1294;Adams, Michelle;03/25/1974;Las Vegas;Nevada;90213
1295;Steen, Donahue;10/26/1975;Reno;Nevada;90023
1296;Baker, John;04/22/1968;Reno;Nevada;90023
1297;Pearl, Keith;02/03/1967;Reno;Nevada;90023
1298;Roundtree, Sarah;03/03/1960;Carson City;Nevada;90112
1299;Bollin, Lawrence;08/14/1959;Carson City;Nevada;90112
1300;Hopkins, Fred;02/09/1970;Carson City;Nevada;90112
1301;Vicknair, Caroline;09/09/1970;Las Vegas;Nevada;90213
1302;McPhearson, Nancy;12/26/1962;Bend;Oregon;96543
1303;Albright, Anna;06/07/1956;Bend;Oregon;96543
1304;Thomas, Phyllis;01/15/1962;Bend;Oregon;96543
1305;Perko, Tina;09/13/1961;Portland;Oregon;97653
1306;McCarty, Jane;10/30/1963;Bend;Oregon;96543
1307;Bent, Scot;12/03/1947;Portland;Oregon;97653
1308;Chambers, Pat;08/06/1960;Portland;Oregon;97653
1309;Bellifa, Stanley;09/14/1972;Portland;Oregon;97653
1310;Johnson, Samuel;06/05/1957;Bend;Oregon;96543
1311;Vrins, Janice;07/03/1958;Portland;Oregon;97653
1312;Mcdonald, Christinia;10/01/1958;Bend;Oregon;96543
1313;Weldon, Ole;09/23/1946;Portland;Oregon;97653
1314;Choin, Ruth;08/12/1964;Bend;Oregon;96543
1315;Crow, Sharon;01/21/1971;Bend;Oregon;96543
1316;Avalos, Robert;01/01/1975;Bend;Oregon;96543
1317;Jacobsen, Eric;10/28/1957;Portland;Oregon;97653
1318;Castro, Pamela;06/01/1959;Portland;Oregon;97653
1319;Caldwell, Sylvia;04/10/1961;Bend;Oregon;96543
1320;Reed, Russell;08/06/1968;Portland;Oregon;97653
1321;Kelley, Victor;12/15/1955;San Francisco;California;94501
1322;Taylor, Damon;01/18/1958;Los Angeles;California;93078
1323;Robinson, Rebecca;04/30/1982;Santa Clara;California;95054
1324;Thomsen, Andrea;12/10/1967;Bakersfield;California;92321
1325;Baldwin, Douglas;03/07/1963;Bakersfield;California;92321
1326;Yuhasz, Ian;06/08/1965;San Francisco;California;94501
1327;Carmody, Jovita;03/23/1958;Eureka;California;96887
1328;Gonzales, Lynn;11/28/1969;San Francisco;California;94501
1329;Allen, Phyllis;10/03/1961;Los Angeles;California;93078
1330;Caprio, Johnny;11/26/1948;Sacramento;California;96701
1331;Slaven, Lanna;05/30/1955;Santa Clara;California;95054
1332;Ortiz, Fred;03/08/1961;San Diego;California;92087
1333;Beaver, John;11/17/1934;Sacramento;California;96701
1334;Rhodes, Albert;11/07/1960;Fresno;California;93450
1335;Kaffer, Scott;04/24/1967;Eureka;California;96887
1336;Bales, Jennifer;05/19/1946;Bakersfield;California;92321
1337;Stotka, Louis;06/17/1953;Los Angeles;California;93078
1338;Maynard, Sandra;09/05/1966;Spokane;Washington;98320
1339;Tuell, Gracia;06/12/1970;Redmond;Washington;98123
1340;Burnett, Timothy;09/24/1956;Seattle;Washington;98023
1341;Haugh, James;08/16/1946;Spokane;Washington;98320
1342;Moberly, Paula;01/27/1952;Seattle;Washington;98023
1343;Meyer, Eric;02/05/1971;Redmond;Washington;98123
1344;Orona, Gloria;09/25/1946;Seattle;Washington;98023
1345;Warmack, Ruth;02/28/1964;Spokane;Washington;98320
1346;Wall, Joanna;03/04/1958;Spokane;Washington;98320
1347;Appelbaum, Sabria;11/21/1955;Redmond;Washington;98123
1348;Kung, Jeffrey;08/02/1962;Spokane;Washington;98320
1349;Wilson, Gloria;09/17/1956;Seattle;Washington;98023
1350;Tuffield, Phyllis;02/27/1957;Seattle;Washington;98023
1351;Ping, Patricia;10/27/1958;Seattle;Washington;98023
1352;Shepard, David;05/17/1946;Spokane;Washington;98320
1353;Bailey, James;05/07/1966;Redmond;Washington;98123
1354;Chestnut, Susan;10/23/1955;Redmond;Washington;98123
1355;Toone, Delia;07/22/1959;Seattle;Washington;98023
1356;Armstrong, Thomas;03/24/1952;Seattle;Washington;98023
1357;Billstrom, Mary;09/06/1947;Seattle;Washington;98023
1358;Stotka, Robert;05/23/1950;Redmond;Washington;98123
1359;Johnson, Danielle;09/30/1972;Seattle;Washington;98023
